"","pccdd","p","pcc","ndstrelct02","ndistadm","njuntas02","inscr02","pindob02","pmvlb02","prscnc02","prnvct02","pcmb202","palznc02","pintnl02","ppusc02","ppac02","pptrnl02","pfrzdm02","pungnr02","ppln02","pvalid02","pnulos02","pblanc02","precib02","pabst02","dindob02","dunagc02","dmvlb02","drscnc02","dcnvnl02","dagrnl02","drnvct02","daclba02","dcmb202","dalznc02","dintnl02","dpusc02","dpac02","dptrnl02","dfrzdm02","dfrgrc02","dungnr02","dpln02","dvalid02","dnulos02","dblanc02","drecib02","dabst02","rindob02","rhmnmto02","rgtind02","rophmsj02","ryntscz02","rmvlb02","rrscnc02","ralpsjo02","rhmnvrdh02","rcrrsxi02","rdelsol02","rcnvnl02","rautsrp02","rnvcorr02","rhmecbr02","raccqup02","rindblm02","raccglft02","ragrnl02","rrnvct02","raclba02","rcmb202","rgrbecl02","rintnl02","raccsiqi02","rautpr02","rpusc02","rpac02","raljnva02","rptrnl02","rfrzdm02","rfrgrc02","rungnr02","rpln02","rcnclmn02","rvalid02","rnulos02","rblanc02","rrecib02","rabst02","distrito","nddee2006","njuntas06","inscr06","precib06","pvalid06","pclizu06","pintnl06","prnvct06","ppac06","punptr06","ppusc06","paldm06","ppln06","pptrpr06","pmvlb06","prscnc06","pfrzdm06","punacl06","punpcm06","pnulos06","pblanc06","pabst06","drecib06","dvalid06","dclizu06","dacsex06","dintnl06","drnvct06","dpac06","dnvlgf06","dunptr06","daclba06","dintpr06","dpusc06","dauthr06","dmvtrc06","daldm06","dpln06","drstnc06","dframp06","dptrpr06","dmvlb06","dacdml06","dfrgrc06","dunagc06","dgtind06","dautrc06","dfrzdm06","dunacl06","dunpcm06","dvrdec06","dnulos06","dblanc06","dabst06","rrecib06","rvalid06","rfrzcmds06","rclizu06","rintnl06","rrnvct06","rpac06","rmrvpgr06","rnvlgf06","runptr06","raclba06","rgchacc06","raccqup06","rautplr06","rintpr06","rpusc06","rauthr06","ryntscz06","rmvtrcm06","rhmnhd06","rdelsol06","raldm06","rpln06","rrstnclt06","rframp06","rptrpr06","rmvlb06","racdml06","rfrgrc06","rcrrsxi06","rgrbecl06","runagc06","raljnva06","rhmnmto06","rorglbag06","ralpsjo06","rindblm06","rgtind06","raccsiqi06","rautorm06","rautlbcr06","rautrc06","rcmnprcr06","rfrzdm06","rpntcmmr06","rautsrp06","runacl06","runnplm06","runpcm06","rvrdecl06","rnulos06","rblanc06","rabst06","njuntas10","ndistelect10","inscr10","precib10","pvalid10","ppusc10","pintnl10","palzptr10","prnvct10","pframp10","ppln10","pmvlb10","ppac10","pacsex10","pnulos10","pblanc10","pabst10","drecib10","dvalid10","dpusc10","dfrzfma10","dintnl10","dvrdec10","dalzptr10","drnvct10","dframp10","dpln10","dunagc10","drstalj10","dmvlb10","drstnc10","dmvtrc10","dalznyr10","dpac10","dtrncrt10","drsthrd10","dacsex10","dnulos10","dblanc10","dabst10","rrecib10","rvalid10","rpusc10","rcmnprcr10","rcrrsxi10","rtrrzprm10","rintnl10","rcvtbft10","rgchacc10","rvrdecl10","rtlmund10","ralzptr10","rrnvalj10","rpntcmmr10","runnplm10","rrnvct10","rclcmoun10","rframp10","rorglbag10","rclcalsc10","rvvbnair10","raccnrj10","rpln10","rgrbecl10","runagcl10","rclcbrbun10","rclcppar10","rrstalj10","rmvlb10","rrstncl10","rautorm10","rautlbcr10","rmvavsd10","raccsoqi10","raccqup10","rmvtrcm10","runcabg10","runnatn10","rorgscac10","rdelsol10","rclcbrb10","rclchdun10","ralzmyr10","rindblm10","rclcalj10","rpac10","rclclgrm10","rintbrb10","rrsthda10","raccsex10","ryntscz10","rclcfrpp10","rnulos10","rblanc10","rabst10","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"145",20213,2,202,5,"Pe As Blancas",8,2860,1,14,2,19,1,2,2,639,466,0,6,3,762,1917,42,11,1970,890,3,NA,70,4,NA,NA,24,316,5,5,23,465,297,11,14,NA,1,636,1874,49,46,1969,891,4,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,195,8,NA,17,NA,NA,497,311,NA,NA,18,NA,NA,726,NA,1855,51,63,1969,891,"Peñas Blancas",5,5,3259,2182,2107,0,3,22,903,3,67,3,980,20,68,2,4,14,18,65,10,1077,2180,2089,0,NA,8,52,444,NA,28,436,NA,184,NA,NA,5,796,NA,NA,17,53,41,NA,NA,NA,NA,9,10,6,NA,72,19,1079,2180,2084,NA,1,9,37,517,NA,NA,103,296,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,4,856,NA,NA,NA,44,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,8,NA,9,NA,77,19,1079,9,6,3987,2833,2770,147,3,9,43,2,1234,400,909,23,53,10,1154,2833,2749,239,4,3,NA,94,176,19,1168,NA,52,255,NA,NA,NA,665,NA,NA,74,51,33,1154,2834,2744,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,1210,NA,NA,NA,NA,32,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,65,NA,NA,70,NA,NA,60,30,1153,10,4612,3185,3071,15,659,9,9,751,9,947,231,3,224,37,22,155,94,20,1427,3183,3085,87,530,NA,13,11,18,NA,537,16,913,151,13,NA,NA,NA,437,108,59,192,NA,NA,68,30,1429
"146",20301,2,203,3,"Grecia",31,11785,4,100,3,157,17,1,16,2954,3089,15,18,8,2319,8701,88,38,8827,2958,8,NA,450,23,NA,NA,343,72,20,12,17,2651,2835,33,441,NA,6,1739,8650,90,86,8826,2959,42,NA,NA,NA,NA,509,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,64,15,NA,41,NA,NA,2380,2474,NA,NA,398,NA,NA,1951,NA,8674,72,81,8827,2958,"Grecia",3,3,12788,9085,8957,4,18,98,4215,8,205,27,3447,54,577,12,11,119,162,95,33,3703,9083,8909,17,NA,27,613,2721,NA,21,72,NA,951,NA,NA,154,3158,NA,NA,99,689,83,NA,NA,NA,NA,35,112,157,NA,101,73,3705,9090,8913,NA,NA,NA,468,2636,NA,NA,44,103,NA,NA,NA,NA,1577,NA,NA,NA,NA,NA,66,3010,NA,NA,106,499,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,184,NA,106,71,3698,28,3,13674,10073,9969,271,6,8,77,30,4630,1976,2727,244,81,23,3601,10070,9899,597,53,36,NA,113,486,171,3820,NA,306,1502,NA,NA,NA,1899,NA,NA,916,88,83,3604,10070,9880,1414,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,3379,NA,NA,NA,NA,475,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,818,NA,NA,108,82,3604,27,14286,10719,10574,34,4385,19,13,1779,14,2775,838,21,167,32,103,394,131,14,3567,10716,10549,425,3029,NA,31,58,42,NA,1447,21,3068,593,77,NA,NA,NA,186,316,364,892,NA,NA,124,43,3570
"147",20302,2,203,4,"San Isidro",9,2912,1,34,0,29,4,1,2,897,629,0,3,4,563,2167,30,11,2208,704,3,NA,90,7,NA,NA,57,50,3,5,11,731,735,5,26,NA,1,423,2147,32,30,2209,703,6,NA,NA,NA,NA,75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,45,4,NA,13,NA,NA,822,594,NA,NA,29,NA,NA,470,NA,2136,21,52,2209,703,"San Isidro",4,4,3304,2300,2253,0,3,27,1037,1,66,7,869,23,156,4,3,24,33,31,16,1004,2308,2236,6,NA,15,129,642,NA,8,58,NA,252,NA,NA,27,846,NA,NA,28,163,11,NA,NA,NA,NA,4,21,26,NA,33,39,996,2303,2230,NA,NA,NA,85,608,NA,NA,8,43,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,14,905,NA,NA,33,120,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,61,NA,32,41,1001,10,4,3716,2798,2746,115,4,5,19,4,1141,673,716,69,46,6,918,2798,2731,207,13,9,NA,25,131,25,946,NA,61,507,NA,NA,NA,527,NA,NA,280,33,34,918,2798,2729,297,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,946,NA,NA,NA,NA,62,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,285,NA,NA,32,37,918,9,4049,3066,3002,17,1186,5,6,431,2,733,337,6,41,16,61,161,60,4,983,3066,3012,96,884,NA,8,8,6,NA,352,11,795,283,18,NA,NA,NA,70,86,124,271,NA,NA,35,19,983
"148",20303,2,203,6,"San Jose",13,4142,1,48,2,26,5,2,7,1097,972,2,4,3,1099,3268,35,20,3323,819,3,NA,117,9,NA,NA,57,338,6,4,22,904,827,6,52,NA,3,889,3237,33,54,3324,818,3,NA,NA,NA,NA,59,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,305,5,NA,17,NA,NA,828,704,NA,NA,23,NA,NA,1149,NA,3215,43,65,3323,819,"San José",6,6,4701,3548,3484,3,3,18,1569,4,42,5,1526,53,157,3,4,29,68,49,15,1153,3547,3456,4,NA,8,96,980,NA,21,239,NA,211,NA,NA,23,1466,NA,NA,68,190,25,NA,NA,NA,NA,6,28,91,NA,59,32,1154,3548,3445,NA,NA,NA,60,893,NA,NA,49,174,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,8,1401,NA,NA,56,140,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,394,NA,57,46,1153,11,6,5261,4053,3995,103,5,10,18,7,1713,897,1143,99,43,15,1208,4053,3962,221,45,15,NA,87,92,36,1510,NA,34,598,NA,NA,NA,927,NA,NA,397,38,53,1208,4053,3953,299,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,1532,NA,NA,NA,NA,53,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,NA,NA,NA,313,NA,NA,44,56,1208,13,5950,4612,4519,20,1866,4,10,693,0,1233,392,7,70,18,40,166,78,15,1338,4612,4509,143,1434,NA,11,21,25,NA,545,21,1373,336,31,NA,NA,NA,93,89,104,283,NA,NA,72,31,1338
"149",20304,2,203,6,"San Roque",17,5343,0,47,1,26,10,3,10,1497,1314,2,11,13,1291,4225,52,12,4289,1054,2,NA,166,6,NA,NA,68,245,16,5,13,1414,1238,6,63,NA,5,965,4212,38,39,4289,1054,3,NA,NA,NA,NA,131,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,183,22,NA,13,NA,NA,1270,1175,NA,NA,60,NA,NA,1175,NA,4184,43,63,4290,1053,"San Roque",7,7,6211,4821,4766,2,4,27,2388,3,103,21,1846,43,197,7,7,43,75,36,19,1390,4821,4729,10,NA,11,157,1508,NA,13,267,NA,400,NA,NA,66,1851,NA,NA,44,252,27,NA,NA,NA,NA,17,61,45,NA,51,41,1390,4821,4725,NA,NA,NA,112,1459,NA,NA,18,277,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,81,1833,NA,NA,51,190,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,49,NA,58,38,1390,18,7,7196,5733,5636,111,1,4,25,13,2506,985,1854,137,77,20,1463,5730,5596,271,11,14,NA,127,187,66,2159,NA,81,750,NA,NA,NA,1346,NA,NA,584,78,56,1466,5731,5607,445,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,2089,NA,NA,NA,NA,105,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347,NA,NA,NA,550,NA,NA,66,58,1465,18,8003,6399,6318,19,2616,17,12,1086,5,1635,477,12,121,19,62,237,70,11,1604,6401,6318,188,1900,NA,11,61,30,NA,828,16,1863,358,56,NA,NA,NA,157,136,204,510,NA,NA,55,28,1602
"150",20305,2,203,3,"Tacares",11,3856,2,72,4,22,4,2,10,915,711,3,4,6,992,2747,61,15,2823,1033,3,NA,193,3,NA,NA,59,101,3,5,12,780,679,9,17,NA,1,880,2745,44,33,2822,1034,7,NA,NA,NA,NA,116,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,103,1,NA,6,NA,NA,870,527,NA,NA,17,NA,NA,1028,NA,2751,36,36,2823,1033,"Tacares",3,3,4292,2922,2868,1,7,27,1067,0,68,6,1295,50,252,4,5,39,47,38,16,1370,2927,2842,7,NA,8,99,694,NA,10,80,NA,228,NA,NA,32,1248,NA,NA,45,277,46,NA,NA,NA,NA,5,32,31,NA,56,29,1365,2922,2845,NA,NA,NA,72,587,NA,NA,10,78,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,21,1374,NA,NA,51,215,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,42,NA,55,22,1370,10,3,4682,3401,3344,93,6,5,19,14,1600,967,549,91,44,13,1281,3395,3322,289,11,19,NA,24,83,51,1383,NA,96,666,NA,NA,NA,395,NA,NA,305,39,34,1287,3395,3314,418,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,1430,NA,NA,NA,NA,114,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,243,NA,NA,45,36,1287,11,5184,3774,3681,19,1323,6,14,531,7,1027,456,11,34,11,35,207,86,7,1410,3773,3681,141,1041,NA,9,20,25,NA,392,14,1117,343,12,NA,NA,NA,40,96,138,293,NA,NA,74,18,1411
"151",20306,2,203,10,"Rio Cuarto",15,3346,0,27,2,33,6,4,7,813,486,1,2,4,751,2136,53,5,2194,1152,4,NA,83,2,NA,NA,55,14,51,8,11,692,476,2,20,NA,2,712,2132,31,30,2193,1153,0,NA,NA,NA,NA,47,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,13,62,NA,8,NA,NA,693,413,NA,NA,18,NA,NA,796,NA,2114,39,39,2192,1154,"Río Cuarto",10,10,3827,2139,2078,1,5,38,704,4,72,3,1041,23,101,2,2,61,21,51,10,1688,2138,2081,0,NA,6,78,580,NA,14,29,NA,192,NA,NA,8,969,NA,NA,31,95,13,NA,NA,NA,NA,2,51,13,NA,38,19,1689,2138,2060,NA,NA,NA,75,563,NA,NA,11,23,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,9,978,NA,NA,28,97,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,14,NA,48,30,1689,14,11,4612,2734,2670,71,1,4,29,2,1280,662,585,36,55,9,1878,2734,2651,107,3,9,NA,25,86,27,1118,NA,80,533,NA,NA,NA,529,NA,NA,134,42,41,1878,2734,2633,128,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,1142,NA,NA,NA,NA,79,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,NA,NA,NA,107,NA,NA,46,55,1878,15,5274,3042,2961,14,692,6,5,490,5,1046,392,4,52,20,50,185,71,10,2232,3042,2962,80,602,NA,9,29,26,NA,363,6,1053,263,8,NA,NA,NA,70,83,107,263,NA,NA,54,26,2232
"152",20307,2,203,5,"Puente de Piedra",15,5009,0,72,2,98,9,3,17,1284,840,10,16,11,1171,3533,84,19,3636,1373,5,NA,237,12,NA,NA,189,40,11,6,24,1108,819,15,96,NA,12,953,3527,64,44,3635,1374,8,NA,NA,NA,NA,166,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,27,9,NA,16,NA,NA,1021,714,NA,NA,120,NA,NA,1215,NA,3530,59,47,3636,1373,"Puente de Piedra",5,5,5688,3966,3881,3,14,102,1421,4,80,12,1652,75,402,6,4,46,60,71,14,1722,3968,3848,6,NA,17,310,903,NA,25,44,NA,340,NA,NA,31,1605,NA,NA,82,345,49,NA,NA,NA,NA,15,39,37,NA,87,33,1720,3968,3856,NA,NA,NA,222,786,NA,NA,83,43,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,35,1762,NA,NA,78,261,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,51,NA,84,28,1720,16,6,6392,4771,4671,163,2,12,32,13,2319,1139,799,192,88,12,1621,4770,4658,313,29,15,NA,29,187,51,1886,NA,167,808,NA,NA,NA,567,NA,NA,606,68,44,1622,4770,4657,399,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,1948,NA,NA,NA,NA,177,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,NA,NA,NA,525,NA,NA,68,45,1622,17,7111,5267,5148,29,1584,7,14,840,5,1376,730,7,73,36,166,281,105,14,1844,5266,5157,191,1133,NA,16,27,31,NA,667,22,1527,493,26,NA,NA,NA,99,249,292,384,NA,NA,80,29,1845
"153",20308,2,203,5,"Bolivar",12,3619,2,26,0,16,6,1,6,875,798,1,14,4,881,2630,36,10,2676,943,4,NA,116,3,NA,NA,34,328,4,4,9,788,576,7,46,NA,0,687,2606,34,36,2676,943,5,NA,NA,NA,NA,103,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,255,8,NA,9,NA,NA,794,547,NA,NA,36,NA,NA,750,NA,2572,41,64,2677,942,"Bolívar",5,5,4084,2828,2761,0,1,19,1360,1,57,8,1061,33,143,1,2,29,46,47,20,1256,2825,2742,12,NA,4,78,804,NA,4,315,NA,232,NA,NA,23,992,NA,NA,27,174,16,NA,NA,NA,NA,6,27,28,NA,55,28,1259,2827,2736,NA,NA,NA,73,868,NA,NA,10,219,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,30,1026,NA,NA,30,125,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,22,NA,59,32,1257,12,5,4576,3284,3215,70,3,11,24,6,1330,644,1059,68,57,12,1292,3283,3183,175,5,10,NA,248,190,36,1038,NA,36,436,NA,NA,NA,716,NA,NA,293,51,49,1293,3283,3181,272,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,1035,NA,NA,NA,NA,55,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,NA,NA,NA,247,NA,NA,46,56,1293,13,5150,3770,3720,9,1437,5,8,668,2,956,360,5,48,18,34,170,44,6,1380,3769,3690,93,1057,NA,12,18,23,NA,496,5,1138,280,17,NA,NA,NA,53,107,91,300,NA,NA,48,31,1381
"154",20401,2,204,4,"San Mateo",7,1693,0,10,1,22,2,2,3,590,165,0,1,3,474,1273,14,5,1292,401,2,NA,29,4,NA,NA,65,49,8,2,21,478,150,3,4,NA,0,421,1236,21,34,1291,402,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,85,1,NA,84,NA,NA,375,155,NA,NA,8,NA,NA,371,NA,1230,27,35,1292,401,"San Mateo",4,4,1803,1271,1233,1,0,25,483,1,46,2,584,9,52,3,0,14,13,28,10,532,1268,1208,2,NA,0,91,225,NA,3,60,NA,195,NA,NA,4,499,NA,NA,6,78,3,NA,NA,NA,NA,2,24,16,NA,42,18,535,1268,1212,NA,NA,NA,110,163,NA,NA,5,86,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,4,442,NA,NA,7,78,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,11,NA,38,18,535,6,4,1955,1404,1372,84,3,2,23,5,675,387,176,17,29,3,551,1404,1345,214,1,2,NA,23,148,11,497,NA,9,263,NA,NA,NA,126,NA,NA,51,43,16,551,1404,1343,223,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,338,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,10,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,NA,NA,NA,NA,41,20,551,6,2046,1431,1400,4,239,0,1,346,1,583,129,4,16,5,5,67,28,3,615,1431,1403,27,183,NA,22,1,6,NA,235,11,538,112,5,NA,NA,NA,30,59,24,150,NA,NA,18,10,615
"155",20402,2,204,1,"Desmonte",1,332,0,4,0,1,0,0,0,117,63,0,0,0,71,256,0,1,257,75,0,NA,9,1,NA,NA,2,38,3,0,1,80,51,0,2,NA,2,56,245,4,8,257,75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,2,NA,3,NA,NA,107,47,NA,NA,1,NA,NA,31,NA,241,5,11,257,75,"Desmonte",1,1,348,247,244,0,0,0,121,1,15,0,90,3,5,0,0,2,7,2,1,101,247,238,1,NA,0,3,60,NA,0,30,NA,50,NA,NA,3,71,NA,NA,5,5,5,NA,NA,NA,NA,0,3,2,NA,5,4,101,247,239,NA,NA,NA,3,36,NA,NA,4,33,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,2,67,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,NA,4,4,101,1,1,386,287,280,15,0,0,2,0,136,73,49,5,4,3,99,287,278,66,0,1,NA,18,4,3,105,NA,1,34,NA,NA,NA,26,NA,NA,20,1,8,99,287,279,106,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,3,5,99,1,410,321,318,0,58,2,0,84,0,129,26,0,0,0,1,18,3,0,89,321,309,12,52,NA,0,1,2,NA,46,15,104,25,0,NA,NA,NA,1,4,5,42,NA,NA,7,5,89
"156",20403,2,204,2,"Jesús Maria",4,1152,0,3,0,0,0,4,1,318,119,0,4,2,385,836,15,2,853,299,1,NA,25,0,NA,NA,12,162,0,3,16,219,70,0,3,NA,0,306,817,25,11,853,299,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,206,1,NA,35,NA,NA,203,34,NA,NA,4,NA,NA,332,NA,822,18,13,853,299,"Jesús María",2,2,1300,851,828,0,1,1,215,0,62,2,475,3,43,0,0,22,4,14,9,449,852,819,1,NA,0,9,96,NA,2,150,NA,93,NA,NA,1,403,NA,NA,4,33,9,NA,NA,NA,NA,1,14,3,NA,25,8,448,852,815,NA,NA,NA,6,55,NA,NA,6,231,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,0,315,NA,NA,7,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,3,NA,28,9,448,4,2,1457,978,945,43,2,6,4,1,496,271,114,8,23,10,479,978,947,73,5,4,NA,70,27,6,458,NA,7,174,NA,NA,NA,82,NA,NA,41,16,15,479,978,946,72,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,4,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,14,18,479,2,751,545,536,1,97,1,0,79,1,262,51,8,7,1,1,27,9,0,206,545,532,8,69,NA,2,1,1,NA,61,4,276,27,11,NA,NA,NA,12,9,13,38,NA,NA,10,3,206
"157",20501,2,205,2,"Atenas",13,4888,1,44,1,8,7,1,12,1421,1279,4,5,6,967,3756,43,14,3813,1075,2,NA,274,4,NA,NA,42,201,14,14,19,1064,1217,7,25,NA,5,848,3736,36,41,3813,1075,NA,NA,NA,NA,NA,693,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,174,12,NA,43,NA,NA,979,931,NA,NA,34,NA,NA,814,NA,3744,38,30,3812,1076,"Atenas",3,3,5450,4201,4147,9,6,17,2400,7,82,75,1204,30,140,6,2,61,108,37,17,1249,4198,4138,11,NA,14,103,1519,NA,21,246,NA,215,NA,NA,481,1046,NA,NA,37,182,38,NA,NA,NA,NA,4,68,153,NA,36,24,1252,4198,4123,NA,NA,NA,135,1548,NA,NA,95,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,NA,237,1118,NA,NA,34,168,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,127,NA,38,37,1252,14,3,6015,4693,4646,172,2,4,15,12,2057,592,1714,78,39,8,1322,4690,4604,366,7,21,NA,71,94,85,1588,NA,42,436,NA,NA,NA,1224,NA,NA,670,56,30,1325,4688,4588,234,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,NA,NA,NA,NA,1259,NA,NA,NA,339,NA,NA,71,29,1327,13,6410,5019,4959,6,2289,6,5,832,7,1228,258,6,59,27,18,218,53,7,1391,5019,4951,94,1709,NA,25,6,22,NA,679,49,1024,219,42,NA,NA,NA,75,563,53,391,NA,NA,49,19,1391
