"","p","pcc","pccdd","distrito","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"1",1,101,10101,"Carmen",8,4592,3034,2998,4,1035,8,2,452,14,935,318,15,35,5,16,159,31,5,1558,3035,3001,59,821,NA,13,49,11,11,423,33,798,329,90,NA,7,NA,57,46,75,179,NA,NA,23,11,1557
"2",1,101,10102,"Merced",17,9763,6311,6200,17,1929,19,10,1052,15,1968,606,16,127,25,86,330,98,13,3452,6312,6186,242,1521,NA,23,203,32,29,875,38,1581,499,97,NA,9,NA,159,232,261,385,NA,NA,100,26,3451
"3",1,101,10103,"Hospital",34,18788,11959,11706,66,3375,50,38,1960,11,3762,1325,27,222,64,167,639,237,16,6829,11960,11717,763,2489,NA,36,147,136,52,1612,57,2872,959,158,NA,24,NA,284,645,676,807,NA,NA,200,43,6828
"4",1,101,10104,"Catedral",29,15258,10514,10379,38,3641,19,16,1889,19,2918,923,30,217,38,113,518,117,18,4744,10516,10367,470,2801,NA,38,117,47,26,1625,70,2345,749,248,NA,37,NA,340,363,439,652,NA,NA,107,42,4742
"5",1,101,10105,"Zapote",33,17937,13442,13300,41,5740,21,23,1821,23,3649,1031,42,262,42,127,478,132,10,4495,13441,13275,425,4403,NA,55,104,55,44,1698,97,3033,918,331,NA,26,NA,383,365,704,634,NA,NA,129,37,4496
"6",1,101,10106,"San Francisco de Dos Ríos",35,18430,13973,13845,21,6407,26,10,1701,26,3760,987,22,240,25,93,527,115,13,4457,13968,13826,346,5068,NA,50,110,48,26,1624,88,3099,935,334,NA,23,NA,409,380,587,699,NA,NA,117,25,4462
"7",1,101,10107,"Uruca",28,14190,9498,9316,56,2995,19,28,1227,4,2732,1383,22,144,68,105,533,162,20,4692,9491,9305,449,2237,NA,27,143,54,51,994,38,2219,1103,199,NA,7,NA,225,427,419,713,NA,NA,143,43,4699
"8",1,101,10108,"Mata Redonda",14,7290,5274,5219,12,1740,8,4,483,4,1795,738,10,88,18,28,291,47,8,2016,5275,5227,112,1369,NA,16,61,13,15,453,19,1548,728,122,NA,10,NA,116,122,150,373,NA,NA,39,9,2015
"9",1,101,10109,"Pavas",87,49009,33004,32363,151,9575,166,65,4176,42,10102,4681,121,500,287,685,1812,595,46,16005,33011,32314,1593,7159,NA,70,540,228,106,3339,120,7358,3373,653,NA,34,NA,689,2305,2536,2211,NA,NA,559,138,15998
"10",1,101,10110,"Hatillo",75,43653,29751,29213,175,9645,55,61,5166,54,8863,2349,109,447,215,519,1555,500,38,13902,29732,29134,1761,7255,NA,104,262,260,153,4314,166,6686,1757,541,NA,48,NA,614,1574,1877,1762,NA,NA,480,118,13921
"11",1,101,10111,"San Sebastián",54,29937,21013,20687,101,7748,37,22,3601,54,5514,1673,50,331,103,315,1138,307,19,8924,21002,20627,1371,5596,NA,116,212,107,109,3031,129,4159,1202,375,NA,58,NA,561,944,1296,1361,NA,NA,306,69,8935
"12",1,102,10201,"Escazú",22,11896,8817,8694,35,3122,18,18,1017,7,2718,1057,31,148,36,65,422,109,14,3079,8816,8683,349,2388,NA,14,70,50,28,992,27,2290,961,257,NA,5,NA,215,279,291,467,NA,NA,103,30,3080
"13",1,102,10202,"San Antonio",26,13934,9756,9575,91,3473,23,31,1407,11,2619,1033,62,188,69,87,481,167,14,4178,9755,9578,747,2518,NA,22,69,64,40,1232,36,2069,821,348,NA,14,NA,230,491,358,519,NA,NA,152,25,4179
"14",1,102,10203,"San Rafael",33,17524,13129,13016,24,3895,12,20,890,9,4324,2979,30,124,40,67,602,105,8,4395,13130,13000,276,3112,NA,28,98,35,21,838,31,3733,3026,354,NA,11,NA,190,253,329,665,NA,NA,96,34,4394
"15",1,103,10301,"Desamparados",57,30394,22026,21729,88,8519,48,31,3652,42,5840,1601,63,343,103,296,1103,265,32,8368,22014,21689,893,6307,NA,178,202,126,86,3126,133,4886,1186,363,NA,28,NA,543,958,1314,1360,NA,NA,245,80,8380
"16",1,103,10302,"San Miguel",48,26276,17758,17437,113,5897,20,41,2750,103,4840,1910,64,183,106,336,1074,299,22,8518,17754,17387,982,4092,NA,55,106,112,70,2249,296,4071,1198,238,NA,21,NA,289,1136,1149,1323,NA,NA,291,76,8522
"17",1,103,10303,"San Juan de Dios",21,12232,8218,8070,66,2551,17,15,1443,25,2084,992,26,124,57,114,556,131,17,4014,8215,8047,646,1874,NA,32,51,53,37,1197,44,1747,647,101,NA,9,NA,133,370,441,665,NA,NA,130,38,4017
"18",1,103,10304,"San Rafael Arriba",23,11083,7731,7615,24,2739,20,14,1206,16,2161,730,25,97,53,105,425,100,16,3352,7732,7588,348,2129,NA,23,64,41,44,976,40,1803,507,126,NA,6,NA,157,357,430,537,NA,NA,110,34,3351
"19",1,103,10305,"San Antonio",17,8792,6760,6688,16,2941,12,6,951,12,1889,451,8,81,16,54,251,69,3,2032,6758,6655,198,2269,NA,39,41,10,16,878,39,1597,367,153,NA,8,NA,136,222,344,338,NA,NA,83,20,2034
"20",1,103,10306,"Frailes",7,2776,1956,1902,6,487,20,5,299,18,833,75,9,25,4,25,96,45,9,820,1958,1882,80,330,NA,26,85,13,6,183,23,900,42,18,NA,0,NA,29,20,49,78,NA,NA,45,31,818
"21",1,103,10307,"Patarrá",12,6141,4094,3985,34,1338,4,14,588,8,1147,426,16,55,19,67,269,100,9,2047,4095,3999,232,890,NA,9,27,24,12,429,28,1212,282,45,NA,4,NA,71,154,203,377,NA,NA,79,17,2046
"22",1,103,10308,"San Cristóbal",7,3016,2236,2189,12,713,8,7,230,10,941,123,8,30,13,15,79,36,11,780,2236,2158,79,366,NA,195,15,5,15,152,7,1067,70,16,NA,1,NA,50,23,44,53,NA,NA,47,31,780
"23",1,103,10309,"Rosario",9,2708,1911,1860,17,359,6,10,347,2,821,137,6,17,6,4,128,41,10,797,1911,1848,92,251,NA,4,29,10,3,220,16,905,78,11,NA,3,NA,28,30,17,151,NA,NA,38,25,797
"24",1,103,10310,"Damas",17,8924,6514,6396,32,2536,6,10,1042,15,1553,604,21,97,39,121,320,102,16,2410,6511,6379,361,1813,NA,35,44,45,37,869,52,1317,370,105,NA,13,NA,146,350,446,376,NA,NA,104,28,2413
"25",1,103,10311,"San Rafael Abajo",29,15403,11064,10887,43,4107,19,27,1854,23,2772,1011,31,142,71,162,625,157,20,4339,11055,10836,579,3166,NA,30,66,66,59,1542,66,2225,723,151,NA,16,NA,187,525,727,708,NA,NA,184,35,4348
"26",1,103,10312,"Gravilias",24,12630,9569,9452,34,3871,13,20,1464,19,2598,679,17,170,31,96,440,109,8,3061,9569,9425,375,2959,NA,51,51,39,54,1326,82,2147,536,154,NA,16,NA,248,317,497,573,NA,NA,114,30,3061
"27",1,103,10313,"Los Guido",20,11867,6733,6512,72,1388,28,27,959,5,1765,1222,20,57,112,298,559,203,18,5134,6731,6507,448,872,NA,56,252,96,25,633,36,1452,632,41,NA,7,NA,66,714,517,660,NA,NA,189,35,5136
"28",1,104,10401,"Santiago",22,10045,7356,7247,30,2618,11,26,1024,6,2535,397,14,91,20,37,438,86,23,2689,7355,7221,230,2197,NA,26,50,37,18,797,13,2134,303,85,NA,12,NA,128,237,248,706,NA,NA,86,48,2690
"29",1,104,10402,"Mercedes Sur",13,4062,2925,2856,16,743,7,3,576,5,1132,175,9,19,9,16,146,55,14,1137,2924,2831,112,647,NA,9,39,22,22,387,9,945,141,47,NA,0,NA,30,72,87,262,NA,NA,53,40,1138
"30",1,104,10403,"Barbacoas",8,3272,2367,2332,5,596,7,3,354,2,987,186,4,24,11,9,144,23,12,905,2367,2307,96,512,NA,5,13,10,14,240,3,850,116,21,NA,4,NA,29,69,62,263,NA,NA,30,30,905
"31",1,104,10404,"Grifo Alto",3,908,694,683,2,168,1,0,122,0,298,32,1,4,3,4,48,10,1,214,694,677,24,145,NA,1,0,1,0,61,0,281,21,2,NA,3,NA,4,15,12,107,NA,NA,8,9,214
"32",1,104,10405,"San Rafael",3,1246,847,816,5,217,2,0,126,1,330,31,2,9,0,7,86,21,10,399,847,811,26,178,NA,1,5,4,3,72,7,282,6,7,NA,2,NA,8,11,13,186,NA,NA,20,16,399
"33",1,104,10406,"Candelarita",4,1368,1003,971,3,165,1,1,113,3,546,65,1,8,3,4,58,25,7,365,1004,962,29,137,NA,2,2,5,26,81,3,498,48,6,NA,1,NA,16,15,11,82,NA,NA,24,18,364
"34",1,104,10407,"Desamparaditos",1,542,411,406,4,145,0,1,70,1,131,15,0,1,0,2,36,5,0,131,411,405,21,109,NA,0,0,2,1,49,0,114,16,4,NA,0,NA,4,5,9,71,NA,NA,2,4,131
"35",1,104,10408,"San Antonio",6,2825,1914,1878,6,623,2,5,318,6,643,152,3,12,9,23,76,27,9,911,1914,1852,74,476,NA,2,6,10,16,247,5,558,123,11,NA,0,NA,35,55,88,146,NA,NA,37,25,911
"36",1,104,10409,"Chires",11,2191,1391,1355,6,170,4,3,177,0,653,194,3,11,11,26,97,30,6,800,1391,1347,29,154,NA,3,6,6,4,109,6,572,99,11,NA,0,NA,4,38,53,253,NA,NA,22,22,800
"37",1,105,10501,"San Marcos",14,7290,4905,4803,32,1523,12,9,1015,8,1422,292,12,38,20,17,403,77,25,2385,4902,4782,181,1161,NA,20,67,56,396,586,16,1180,184,47,NA,8,NA,49,94,82,655,NA,NA,68,52,2388
"38",1,105,10502,"San Lorenzo",10,2826,1773,1734,5,337,9,3,357,1,647,132,3,24,5,27,184,34,5,1053,1773,1718,63,241,NA,2,19,15,85,193,4,547,79,5,NA,0,NA,24,21,53,367,NA,NA,34,21,1053
"39",1,105,10503,"San Carlos",3,1342,821,799,6,116,3,4,222,1,296,64,0,6,5,1,75,20,2,521,821,790,15,58,NA,0,0,8,46,76,1,133,20,2,NA,0,NA,13,12,9,397,NA,NA,17,14,521
"40",1,106,10601,"Aserrí",40,22902,15903,15594,96,5080,25,31,2855,23,4649,1432,43,233,71,152,904,280,29,6999,15903,15526,839,3906,NA,49,97,92,91,2236,124,3917,968,219,NA,15,NA,348,518,683,1424,NA,NA,292,85,6999
"41",1,106,10602,"Tarbaca",4,1650,1142,1103,16,315,36,3,163,1,390,99,1,15,2,4,58,34,5,508,1140,1096,112,257,NA,1,89,9,8,91,9,301,56,16,NA,1,NA,23,27,18,78,NA,NA,30,14,510
"42",1,106,10603,"Vuelta de Jorco",11,4707,3340,3270,29,1061,6,5,508,5,1190,235,9,37,8,11,166,61,9,1367,3340,3247,234,839,NA,11,24,25,25,327,11,1055,130,33,NA,4,NA,57,73,59,340,NA,NA,65,28,1367
"43",1,106,10604,"San Gabriel",8,3566,2589,2536,26,690,2,7,511,5,877,224,7,21,24,17,125,49,4,977,2587,2514,148,589,NA,5,11,18,12,377,25,794,138,18,NA,0,NA,26,69,59,225,NA,NA,54,19,979
"44",1,106,10605,"La Legua",5,1114,734,719,4,198,3,2,165,0,271,40,1,2,2,1,30,10,5,380,734,698,26,186,NA,2,7,4,13,108,1,242,21,5,NA,0,NA,5,4,12,62,NA,NA,15,21,380
"45",1,106,10606,"Monterrey",2,716,492,480,4,75,0,4,52,0,288,25,0,6,2,2,22,10,2,224,492,475,7,100,NA,0,1,1,1,37,0,255,15,0,NA,1,NA,9,6,4,38,NA,NA,11,6,224
"46",1,106,10607,"Salitrillos",11,5666,3661,3576,26,990,9,4,587,7,1224,400,13,48,30,41,197,77,8,2005,3660,3576,241,748,NA,5,25,18,12,460,16,1056,253,48,NA,1,NA,58,166,170,299,NA,NA,65,19,2006
"47",1,107,10701,"Colón",23,10990,8200,8053,36,3136,22,19,1122,10,2280,781,43,97,27,89,391,130,17,2790,8200,8041,365,2425,NA,14,52,52,48,956,25,1942,663,172,NA,8,NA,139,194,337,649,NA,NA,110,49,2790
"48",1,107,10702,"Guayabo",5,2781,1891,1825,7,625,5,2,263,1,526,219,11,25,13,22,106,56,10,890,1891,1824,69,399,NA,5,34,5,3,163,8,406,148,26,NA,0,NA,29,91,98,340,NA,NA,41,26,890
"49",1,107,10703,"Tabarcia",10,3809,2619,2509,19,541,12,5,408,2,782,284,10,25,41,30,350,98,12,1190,2619,2508,77,290,NA,1,15,13,6,218,6,472,103,8,NA,1,NA,26,152,81,1039,NA,NA,83,28,1190
"50",1,107,10704,"Piedras Negras",1,251,169,165,1,56,0,1,25,0,58,15,0,1,0,0,8,3,1,82,169,162,6,27,NA,0,0,2,1,10,0,44,44,0,NA,0,NA,1,6,3,18,NA,NA,4,3,82
"51",1,107,10705,"Picagres",2,532,374,367,0,94,0,1,44,0,180,15,2,3,2,1,25,5,2,158,374,364,6,58,NA,0,2,1,0,28,1,164,5,2,NA,0,NA,5,4,7,81,NA,NA,5,5,158
"52",1,107,10706,"Jaris",2,827,567,551,5,117,1,3,95,0,215,68,3,4,3,5,32,11,5,260,567,543,27,99,NA,1,3,6,1,53,0,175,41,8,NA,0,NA,6,18,15,90,NA,NA,17,7,260
"53",1,108,10801,"Guadalupe",38,20533,14917,14743,63,6478,38,23,2244,26,3686,1065,38,279,32,159,612,154,20,5616,14915,14700,523,4970,NA,32,132,66,62,2027,104,3058,919,286,NA,17,NA,454,431,803,816,NA,NA,156,59,5618
"54",1,108,10802,"San Francisco",4,2068,1545,1524,8,608,10,5,219,2,370,157,7,31,6,18,83,21,0,523,1545,1513,68,520,NA,3,20,8,6,182,7,307,120,34,NA,1,NA,21,36,63,117,NA,NA,27,5,523
"55",1,108,10803,"Calle Blancos",22,11872,8888,8795,22,3980,18,11,1283,19,2032,750,36,164,22,80,378,84,9,2984,8883,8768,248,3050,NA,23,78,48,37,1168,54,1764,641,271,NA,11,NA,219,241,409,506,NA,NA,89,26,2989
"56",1,108,10804,"Mata de Plátano",23,12450,9094,8986,24,4212,23,23,1246,29,2060,728,40,149,30,105,317,97,11,3356,9091,8958,292,3164,NA,16,76,58,35,1129,65,1664,591,280,NA,40,NA,215,337,584,412,NA,NA,103,30,3359
"57",1,108,10805,"Ipis",41,22463,16085,15818,84,6252,34,39,2536,40,3779,1578,50,221,82,330,793,234,33,6378,16082,15812,807,4438,NA,34,128,85,87,2233,116,2915,1149,265,NA,83,NA,276,844,1347,1005,NA,NA,211,59,6381
"58",1,108,10806,"Rancho Redondo",6,3075,1985,1943,16,572,3,1,254,9,566,302,12,23,22,23,140,37,5,1090,1985,1940,89,425,NA,6,8,9,14,204,11,463,198,35,NA,6,NA,31,66,131,244,NA,NA,31,14,1090
"59",1,108,10807,"Purral",26,15240,9505,9304,75,3252,33,21,1483,26,2168,1223,36,118,96,257,516,181,20,5735,9505,9293,467,2322,NA,11,104,69,51,1282,43,1652,854,163,NA,19,NA,150,613,803,690,NA,NA,173,39,5735
"60",1,109,10901,"Santa Ana",15,8084,6167,6086,13,2165,3,8,692,7,1897,768,12,82,12,62,365,72,9,1917,6167,6089,173,1612,NA,6,34,24,10,640,17,1634,714,104,NA,5,NA,99,157,287,573,NA,NA,56,22,1917
"61",1,109,10902,"Salitral",6,2572,1680,1643,2,515,1,1,132,1,630,204,3,30,4,13,107,36,1,892,1680,1637,41,397,NA,5,8,11,10,114,5,581,152,21,NA,1,NA,35,38,63,155,NA,NA,36,7,892
"62",1,109,10903,"Pozos",18,9357,6862,6741,17,2364,6,11,624,5,1940,1291,16,48,25,60,334,99,22,2495,6862,6730,198,1843,NA,8,49,22,17,530,12,1656,1196,155,NA,5,NA,83,211,265,480,NA,NA,100,32,2495
"63",1,109,10904,"Uruca",10,5120,3697,3641,10,1306,3,5,363,6,1046,618,5,50,15,38,176,51,5,1423,3696,3633,130,1042,NA,9,30,17,12,340,14,859,555,70,NA,2,NA,72,100,153,228,NA,NA,51,12,1424
"64",1,109,10905,"Piedades",9,4567,3347,3279,12,1312,9,2,375,4,956,394,7,33,11,31,133,64,4,1220,3346,3288,76,1057,NA,2,23,13,5,343,7,857,361,65,NA,3,NA,64,110,115,187,NA,NA,48,10,1221
"65",1,109,10906,"Brasil",3,1341,980,963,1,368,1,3,142,0,228,135,0,8,4,9,64,16,1,361,980,963,49,271,NA,3,4,5,2,107,4,181,110,8,NA,0,NA,14,67,29,109,NA,NA,15,2,361
"66",1,110,11001,"Alajuelita",17,9844,6714,6574,38,2089,19,15,1150,11,1837,707,28,131,51,110,388,126,14,3130,6713,6593,435,1511,NA,20,109,41,28,936,50,1398,548,92,NA,4,NA,157,364,395,505,NA,NA,91,29,3131
"67",1,110,11002,"San Josécito",13,7326,4941,4840,29,1658,47,16,838,17,1252,453,15,68,37,129,281,99,2,2385,4941,4847,277,1185,NA,12,416,28,27,634,32,880,267,61,NA,8,NA,80,218,345,377,NA,NA,82,12,2385
"68",1,110,11003,"San Antonio",4,1564,1060,1038,7,334,6,6,187,1,278,118,5,17,9,20,50,20,2,504,1060,1034,45,290,NA,4,32,11,4,155,3,218,87,16,NA,2,NA,18,35,44,70,NA,NA,20,6,504
"69",1,110,11004,"Concepción",21,11826,7707,7512,76,2255,23,23,1247,11,1934,1102,22,123,78,175,443,185,10,4119,7703,7518,574,1567,NA,18,115,61,55,1020,60,1392,702,78,NA,10,NA,142,675,549,500,NA,NA,150,35,4123
"70",1,110,11005,"San Felipe",30,17037,10587,10295,84,2749,43,25,1803,40,2645,1727,29,141,139,235,635,273,19,6450,10587,10314,735,1751,NA,24,227,73,47,1241,828,1681,1115,98,NA,21,NA,141,688,756,888,NA,NA,225,48,6450
"71",1,111,11101,"San Isidro",27,14775,11316,11177,48,5049,35,23,1584,23,2680,908,37,160,37,121,472,128,11,3459,11313,11148,432,3814,NA,17,233,64,127,1386,53,2166,734,258,NA,17,NA,216,406,648,577,NA,NA,139,26,3462
"72",1,111,11102,"San Rafael",11,5350,3801,3746,25,1495,6,11,463,8,1056,424,9,49,22,50,128,50,5,1549,3802,3738,162,1162,NA,14,25,18,22,401,23,927,330,51,NA,9,NA,63,129,212,190,NA,NA,50,14,1548
"73",1,111,11103,"Dulce Nombre de Jesús",17,8839,6353,6238,38,2707,15,20,984,14,1410,577,22,81,25,76,269,102,13,2486,6354,6242,320,2063,NA,13,86,53,32,818,37,1162,449,120,NA,11,NA,125,245,385,323,NA,NA,89,23,2485
"74",1,111,11104,"Patalillo",29,15676,11996,11863,38,5454,21,30,1928,29,2617,854,26,195,30,165,476,118,15,3680,11991,11825,467,4135,NA,28,109,71,73,1730,54,2080,677,265,NA,26,NA,263,437,749,661,NA,NA,137,29,3685
"75",1,111,11105,"Cascajal",10,5033,3236,3172,19,1289,17,5,374,4,796,391,16,32,17,38,174,56,8,1797,3232,3161,175,933,NA,8,28,25,36,337,18,652,263,57,NA,1,NA,49,90,187,302,NA,NA,60,11,1801
"76",1,112,11201,"San Ignacio",15,6854,5145,5059,20,1573,20,7,1152,1,1715,245,8,47,19,23,229,72,14,1709,5142,5050,234,1210,NA,26,91,30,99,736,6,1597,137,25,NA,6,NA,66,58,108,621,NA,NA,60,32,1712
"77",1,112,11202,"Guaitil",6,1924,1262,1236,7,265,6,1,243,1,540,71,3,9,5,4,81,25,1,662,1262,1222,36,214,NA,4,5,7,6,145,4,557,34,12,NA,1,NA,15,13,11,158,NA,NA,24,16,662
"78",1,112,11203,"Palmichal",8,3472,2477,2418,8,531,4,4,495,1,996,143,5,17,28,24,162,52,7,995,2477,2406,50,339,NA,2,9,13,19,276,8,990,60,20,NA,6,NA,30,79,73,432,NA,NA,53,18,995
"79",1,112,11204,"Cangrejal",5,1435,888,863,5,190,3,5,191,1,316,96,1,6,2,5,42,23,2,547,888,855,25,166,NA,2,2,8,10,130,7,377,40,0,NA,2,NA,9,6,17,54,NA,NA,21,12,547
"80",1,112,11205,"Sabanillas",9,1866,1069,1027,3,106,2,9,198,1,431,129,3,6,4,6,129,32,10,797,1069,1019,11,84,NA,1,3,8,2,107,3,464,59,2,NA,4,NA,7,8,12,244,NA,NA,23,27,797
"81",1,113,11301,"San Juan",41,21968,16418,16262,32,7135,38,20,2066,20,4302,1300,49,380,43,211,666,139,17,5550,16416,16222,460,5639,NA,49,155,72,55,1881,67,3664,1170,403,NA,31,NA,502,391,857,826,NA,NA,155,39,5552
"82",1,113,11302,"Cinco Esquinas",13,7237,4680,4581,29,1634,15,8,700,9,1234,428,16,86,24,99,299,91,8,2557,4681,4587,245,1202,NA,10,44,26,18,614,29,986,344,65,NA,6,NA,121,224,294,359,NA,NA,79,15,2556
"83",1,113,11303,"Anselmo Llorente",16,8635,6584,6527,11,3057,8,10,853,4,1577,496,15,153,12,82,249,51,6,2051,6584,6532,163,2455,NA,25,60,22,28,753,25,1346,449,213,NA,6,NA,215,137,339,296,NA,NA,43,9,2051
"84",1,113,11304,"León XIII",13,7629,4791,4629,52,1042,16,10,639,7,1251,940,22,61,73,167,349,142,20,2838,4791,4630,362,713,NA,21,94,36,21,466,23,886,584,59,NA,6,NA,73,461,395,430,NA,NA,128,33,2838
"85",1,113,11305,"Colima",20,10071,7328,7228,21,3045,18,13,978,6,1824,662,23,149,39,135,315,93,7,2743,7328,7225,285,2362,NA,15,71,25,28,870,16,1470,519,148,NA,11,NA,204,336,444,421,NA,NA,82,21,2743
"86",1,114,11401,"San Vicente",48,25792,19742,19569,33,9123,34,26,2327,29,4837,1846,55,262,27,199,771,151,22,6050,19743,19548,414,7126,NA,43,157,74,47,2220,91,4029,1782,558,NA,31,NA,454,466,1085,971,NA,NA,157,38,6049
"87",1,114,11402,"San Jerónimo",7,3812,2634,2593,19,1135,3,7,392,2,581,253,6,26,8,36,125,35,6,1178,2634,2586,140,919,NA,5,19,18,8,321,13,469,192,44,NA,3,NA,50,78,134,173,NA,NA,34,14,1178
"88",1,114,11403,"La Trinidad",24,12753,9253,9104,43,3929,17,17,1436,16,2043,817,37,123,56,175,395,139,10,3500,9245,9100,432,2966,NA,42,70,71,34,1208,55,1572,619,198,NA,19,NA,187,388,690,549,NA,NA,115,30,3508
"89",1,115,11501,"San Pedro",39,20897,15463,15321,19,6943,28,18,2373,34,3589,1356,48,207,40,86,580,129,13,5434,15462,15307,303,5504,NA,71,150,80,54,2200,88,3081,1324,479,NA,21,NA,359,334,540,719,NA,NA,122,33,5435
"90",1,115,11502,"Sabanilla",22,11555,9066,8962,13,4424,21,14,1311,21,1979,677,43,116,13,62,268,96,8,2489,9066,8951,170,3401,NA,29,93,57,91,1220,49,1707,611,367,NA,5,NA,194,211,374,372,NA,NA,88,27,2489
"91",1,115,11503,"Mercedes",6,2863,2205,2185,5,948,13,3,409,4,528,141,5,26,3,14,86,17,3,658,2205,2179,37,735,NA,8,48,14,8,377,11,456,146,63,NA,1,NA,51,49,85,90,NA,NA,16,10,658
"92",1,115,11504,"San Rafael",12,6174,4473,4419,10,2102,23,9,673,27,911,383,13,57,9,37,165,50,4,1701,4473,4406,149,1583,NA,10,94,27,33,586,58,779,341,143,NA,4,NA,80,108,209,202,NA,NA,55,12,1701
"93",1,116,11601,"San Pablo",3,1189,856,844,3,225,6,2,131,1,394,46,2,1,0,2,31,9,3,333,856,841,14,214,NA,0,10,4,0,99,3,355,40,6,NA,0,NA,6,3,21,66,NA,NA,7,8,333
"94",1,116,11602,"San Pedro",1,474,366,352,0,84,0,0,44,0,169,26,0,0,4,0,25,13,1,108,366,354,9,75,NA,0,1,0,0,24,0,160,16,0,NA,1,NA,4,7,2,55,NA,NA,10,2,108
"95",1,116,11603,"San Juan de Mata",2,879,539,533,1,63,0,0,69,2,280,63,1,23,2,0,29,6,0,340,539,525,17,56,NA,7,3,2,1,38,0,279,43,0,NA,0,NA,28,10,6,35,NA,NA,9,5,340
"96",1,116,11604,"San Luis",4,486,327,321,4,39,0,1,47,0,166,30,1,5,1,0,27,6,0,159,327,318,12,31,NA,1,2,3,2,33,0,149,11,2,NA,1,NA,3,0,3,65,NA,NA,4,5,159
"97",1,116,11605,"Carara",6,1347,920,907,0,161,3,0,84,1,494,113,1,4,7,2,37,11,2,427,917,895,15,151,NA,2,1,2,1,51,2,498,77,4,NA,1,NA,8,9,3,70,NA,NA,9,13,430
"98",1,117,11701,"Santa María",8,3661,2478,2444,10,1012,3,6,445,2,773,77,2,14,7,12,81,27,7,1183,2476,2428,73,861,NA,13,17,26,84,284,5,674,56,25,NA,3,NA,30,44,37,196,NA,NA,24,24,1185
"99",1,117,11702,"Jardín",1,256,150,148,0,35,0,0,17,0,59,19,2,5,1,1,9,2,0,106,150,147,9,30,NA,3,0,0,4,12,0,53,12,1,NA,1,NA,5,2,1,14,NA,NA,1,2,106
"100",1,117,11703,"Copey",5,1276,950,931,4,344,1,3,123,5,324,55,0,16,1,1,54,14,5,326,950,927,20,304,NA,3,3,6,19,83,4,274,35,3,NA,1,NA,26,4,31,111,NA,NA,10,13,326
"101",1,118,11801,"Curridabat",46,23914,18142,17940,43,8141,36,25,2051,26,4567,1880,49,218,52,122,730,187,15,5772,18144,17930,540,6472,NA,50,165,65,66,1958,80,3907,1719,514,NA,17,NA,341,418,729,889,NA,NA,164,50,5770
"102",1,118,11802,"Granadilla",17,8686,6335,6244,22,2622,10,10,753,10,1481,842,19,68,24,61,322,83,8,2351,6333,6234,226,1944,NA,18,48,42,17,661,39,1231,748,177,NA,10,NA,115,225,343,390,NA,NA,78,21,2353
"103",1,118,11803,"Sánchez",8,3854,3202,3185,1,1195,2,0,221,4,886,699,8,27,0,11,131,16,1,652,3203,3178,32,947,NA,12,22,7,1,197,5,799,672,124,NA,3,NA,54,46,116,141,NA,NA,24,1,651
"104",1,118,11804,"Tirrases",18,9816,6299,6126,93,2094,11,9,805,17,1497,939,16,67,96,122,360,156,17,3517,6299,6122,686,1498,NA,16,62,25,30,629,25,1129,565,103,NA,6,NA,81,470,408,389,NA,NA,153,24,3517
"105",1,119,11901,"San Isidro de El General",79,38120,25530,25046,123,9252,38,62,4601,25,6678,1611,69,326,144,555,1562,410,74,12590,25528,24977,576,6021,NA,86,72,136,800,2389,44,5205,624,194,NA,16,NA,306,717,1265,6526,NA,NA,377,174,12592
"106",1,119,11902,"General",12,4804,3215,3153,23,1054,5,10,550,1,1103,163,12,36,13,42,141,52,10,1589,3216,3139,90,827,NA,10,5,20,68,284,6,993,72,13,NA,4,NA,37,55,102,553,NA,NA,49,28,1588
"107",1,119,11903,"Daniel Flores",50,25469,16719,16373,102,5013,34,31,3134,13,4788,1290,43,227,136,467,1095,278,68,8750,16719,16343,418,3096,NA,75,65,82,589,1619,30,3497,551,140,NA,18,NA,203,660,1100,4200,NA,NA,250,126,8750
"108",1,119,11904,"Rivas",16,4830,3343,3277,21,848,0,8,535,6,1222,163,7,49,13,38,367,43,23,1487,3341,3258,45,403,NA,5,1,8,25,161,5,913,53,7,NA,2,NA,22,27,60,1521,NA,NA,51,32,1489
"109",1,119,11905,"San Pedro",14,5957,3659,3576,18,713,7,5,460,2,1318,565,9,43,20,140,276,67,16,2298,3659,3564,67,477,NA,5,10,18,19,196,3,1325,232,14,NA,7,NA,28,69,308,786,NA,NA,66,29,2298
"110",1,119,11906,"Platanares",16,6023,4006,3910,14,788,8,8,547,3,1652,321,12,45,49,130,333,74,22,2017,4006,3887,46,488,NA,8,8,14,19,230,6,1530,91,12,NA,4,NA,32,118,219,1062,NA,NA,72,47,2017
